index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
2452,Glucose D,Beverages,Energy & Soft Drinks,Moti's,49.0,49.0,Sports & Energy Drinks,4.5,"Motis Glucose D is more than 99% Pure Glucose, That is pure energy absorbed by the body instantly,",4.5
2461,Green Tea - Tulsi,Beverages,Tea,Good Morning,175.0,350.0,Green Tea,,Green tea is made solely with the leaves of Camellia Sinesis which undergoes minimal oxidation during processing. It boosts metabolism and keeps the body active. Helps in weight loss by burning undesirable fats.,
2485,Kashmiri Kahwa Tea,Beverages,Tea,Emperia,159.0,159.0,Exotic & Flavoured Tea,4.1,"The Emperia Premium Tea range brings unique favours to your tea. Our Kashmiri Kahwa Green Tea is made of select tender green tea leaves with a touch of Indian spices, nuts and safflower. The goodness of traditional Indian spices blended with green tea makes this a perfect drink to have post meals. Kahwa is an exotic mix of Kashmiri green tea leaves, whole spices, nuts and saffron, which was traditionally prepared in a brass kettle known as samovar. Kahwa tea is one such beverage that is an amazing combination of delicious taste, aroma and a bundle of health benefits.",4.1
2486,"Bold Berries Smoothie - 100% Natural, No Added Sugar",Beverages,Fruit Juices & Drinks,Smoodies,68.0,80.0,"Unsweetened, Cold Press",3.5,"Raspberry, Strawberry and Banana are blended together to make this antioxidant Smoothie. A healthier heart, stronger immune system and improved cognitive function is just a few gulps away",3.5
2596,Teabag Collection,Beverages,Tea,Teamonk,140.0,200.0,Tea Bags,2.0,"Variety makes life interesting; it breaks the monotony of everyday life - this principle is the essence of practically everything and nothing could be better than gaining this variance in your favourite beverage. An assortment of 10 of our carefully chosen teas, as pyramid teabags, is a collection to love! You get each tea in our envelopes so that you can feel the medley of our best teas in a single box.",2.0
2609,"Drink - Mango, Fresh 'N' Juicy",Beverages,Fruit Juices & Drinks,Frooti,38.0,38.0,Juices,,Frooti Fresh N Juicy Mango is made with actual mango. This wonderful and stimulating drink is a 100% vegetarian manufactured good that contains no additives. It tastes best when it is chilled. Do not buy if the pack is leaking. Shake well before consuming.,
2656,Juice - Masala Jamun,Beverages,Fruit Juices & Drinks,B Natural,96.0,120.0,Juices,,"Made of the tasty Kaala Jamun natural product, B Natural juice is a charm to have to revive yourself from the burning warms. The tart taste of the drink revitalizes the faculties in your body & the tinge of Masala act as icing on the cake. The drink is broadly cherished by the individuals of all ages.",
2724,Nilgiri Green Tea - Taizen Cinnamon,Beverages,Tea,Teamonk,450.0,750.0,Tea Bags,,"Like a mist that settles down slowly in the crack of dawn in the Nilgiri hills that produce this fine tea, one feels a wondrous calm settle down on body and mind with this delicious Cinnamon infused green tea, giving it the perfect nomenclature Taizen, Which in Zen speak means gradually advancing calm. A pure handmade green tea picked from the freshest leaves and lightly spiced in perfect proportions with pieces of natural Cinnamon, it will leave you feeling more alert and focused yet calm and relaxed with a depth of flavour unlike any other. As with all green teas, it is rich in antioxidants with various health benefits.",
2738,"Green Tea - Pure, Whole Leaf",Beverages,Tea,Octavius,320.0,320.0,Green Tea,,"Offering health in a cup, this green tea by Octavius is just what you need to set you on your fitness path. It has a mild flavour and a colourless brew which can be enjoyed as it is, or infused with flavours for an enhanced taste.",
2767,Sports Drink - Lemon Flavour,Beverages,Energy & Soft Drinks,Gatorade,50.0,50.0,Sports & Energy Drinks,4.4,"Gatorade is a scientifically formulated sports drink with fluids, electrolytes (mineral salts), carbohydrates and flavor, that helps you to Rehydrate, Replenish and Refuel. It helps to restore fluids,Electrolytes and energy-that you lose in sweat during exercise.",4.4
2889,Tea - Stress Relief,Beverages,Tea,9t9,99.0,99.0,Leaf & Dust Tea,,"Sip into the fragrance of stress relief herb tea black tea rich in anti oxidants, blended with the queen of herbs tulsi, known for its health building and stress busting properties, rosemary, 
which helps clear the mind of fatigue, celery which helps strengthen the nerves and replenishes the body with essential salts and vitamins and fenugreek which helps cleanse the body of toxins.",
2936,Nilgiris Green Tea - Sozen Orange Detox,Beverages,Tea,Teamonk,225.0,450.0,Exotic & Flavoured Tea,3.5,"A tea, which is only the virtue of orange in the most normal green tea, is the thing that the Sozen Orange Green Tea is about. This tea is a genuine confirmation of the tea leaves which are picked at the pinnacle of flavour and further mixed with dried out Orange peel. A tea, that exemplifies only unadulterated orange with characteristic green tea, is the deep Sozen Orange Green Tea. In Zen, Sozen also implies ""real"" and this green tea showcases the sincerity and honesty in the making procedure with the fact that the orange green tea helps in purging and detoxification, other than extraordinary refreshment, making it not just an exceptional but an obvious choice.",3.5
2949,Health & Nutrition Drink - Classic Malt,Beverages,"Health Drink, Supplement",Horlicks,379.0,428.0,Kids (5+Yrs),4.3,"Health Drink that has nutrients to support immunity.Horlicks is Clinically proven to improve 5 signs of growth. Clinically proven to make kids Taller, Stronger & Sharper. Scientifically proven to improve Power of Milk",4.3
2984,Fruit Power Juice - Alphonso Mango,Beverages,Fruit Juices & Drinks,Real,80.4,120.0,Juices,,"If mango is considered the king of fruits, then Alphonso is surely the king of kings. Every sip of Alphonso is a royal experience with a taste that makes you long for more. Much more. So lose yourself in the heavenly natural goodness of Real Alphonso and savour our promise of nothing but taste & happiness.
The best part is there is no added preservatives, artificial colour and artificial flavours.",
3008,"Juice - Multi Fruit, with No Added Sugar",Beverages,Fruit Juices & Drinks,Real Activ,108.0,135.0,"Unsweetened, Cold Press",4.2,"Real Activ brings to you Multi Fruit Juice is made with the finest selected fruits. It is a great way to start your morning. This juice sweet and tart taste. It has nutrients and are generally low in calories. It is great in taste and quality. Hydrate yourself with a delicious, refreshing sweet flavour juice. It is loaded with dietary fibres and vitamin. It doesn’t contain any added sugar, preservatives, colour or artificial flavouring.",4.2
3099,Instant Iced Tea - Peach Flavour,Beverages,Fruit Juices & Drinks,Nestea,175.0,175.0,Syrups & Concentrates,4.0,"Do you love those moments when you are just relaxing and doing nothing? Who doesn’t? Well, you can enjoy this sensation with NESTEA Iced tea. It infuses tea extracts with the added tangy and sweet flavour of peach. Loaded with taste and the goodness of Vitamin C, the refreshing NESTEA is perfect to be enjoyed when you just want to take it easy. Each glass of NESTEA Peach Ice tea (150ml) helps meets 52% of your daily requirement of Vitamin C Allergens: It may contain Milk solids.",4.0
3144,Dust Tea,Beverages,Tea,Tata Tea Agni,150.0,150.0,Leaf & Dust Tea,4.0,Tata Tea Agni is a superior blend of Assam tea along with 10% extra long leaves to give you a strong taste.,4.0
3166,Nolengur & Khejur Chai - Loose Leaf,Beverages,Tea,Karma Kettle,400.0,400.0,Exotic & Flavoured Tea,5.0,Our signature blend pays tribute to Kolkata with a delicious sinful combination of black tea with nolen gur( Bengal palm jaggery) & premium dates.,5.0
3176,Juice - Pink Guava,Beverages,Fruit Juices & Drinks,B Natural,19.0,20.0,Juices,,"B Natural Pink Guava Fruit Juice Beverage: Ingredients: Water, Pink Guava Pulp (25%), Sugar, Acidity Regulator (Citric Acid-E330), Stabilizer (E440), Antioxidant (Ascorbic Acid E300), Contain Added Nature Identical Guava Flavour.",
3191,"Instant Energy Health Drink - Nimbu Pani, Refill",Beverages,Energy & Soft Drinks,Glucon-D,70.0,70.0,Sports & Energy Drinks,4.3,"Summers can be daunting and especially when there's an enormous scorching sun always ready to drain out your energy and stop you from being the best of you. But thank god there is Glucon-D! Glucon-D contains glucose that helps replenish body glucose and fills you with the energy required to stay active. It is easily absorbed by the body, thus giving out an instant energy boost and refreshment.Enriched with Vitamin-C and Minerals, including Calcium and Phosphorus, this glucose drink helps charge you up to fight tiredness and promotes mental alertness. What's better? Added Nimbu Pani flavour makes it loved by children as well as adults. Add Glucon-D to a glass of water every day to provide growing active children with the energy that keeps them going and adults, refreshment after a long day.â€¢Glucon D fills you with the energy required to stay activeâ€¢Kick away tiredness and feel rejuvenated with Glucon-D, the preferred choice in summer when the scorching heat drains out body glucoseâ€¢Glucon D helps to provide instant energyâ€¢Available in Regular as well as Delicious Lime, Orange and Mango flavoursâ€¢It contains Vitamin C which improves the mental alertness that helps you to concentrate better while doing various daily tasks",4.3
3201,Exotic Dark Hot Chocolate Drink Powder Mix,Beverages,"Health Drink, Supplement",Hersheys ,178.5,210.0,Men & Women,4.4,"Indulge in the rich, delicious taste of Hershey's Hot Chocolate! Savor the luscious blend of Hershey's chocolaty taste in a beverage the way you like it- Hot or Cold. The cocoa mix packs in added immunity-supporting vitamins and minerals*.",4.4
3217,"Sharbat - Jeera, Syrup",Beverages,Fruit Juices & Drinks,Gulabs,225.0,225.0,Syrups & Concentrates,4.1,"The tangy flavour of cumin seeds, infused with lemon, rock salt, and pepper, make this drink perfect for a hot summer day with a lasting tingling effect on the taste buds. No artificial flavour is used in this drink.",4.1
3227,Bolts - Orange,Beverages,"Health Drink, Supplement",Glucovita,200.0,200.0,"Glucose Powder, Tablets",4.4,"Glucovita Bolts are healthy & tasty energy tablets with glucose and iron which gives instant energy for body and brain. The innovative and attractive pack is easy to carry and use. It is available in a tasty orange flavor. Go ahead and enjoy Instant Energy- Anytime, Anywhere.",4.4
